2.0625000 58
0.0000000 66 11
0.0000000 67 5
0.0000000 68 98
0.0000000 69 40
0.0000000 70 69
0.0000000 71 85
0.0000000 72 81
0.0000000 73 60
0.0000000 74 18
0.0000000 75 17
0.0000000 76 29
0.0000000 77 31
0.0000000 78 3
0.0000000 79 6
0.0000000 80 87
0.0000000 81 94
0.0000000 82 51
0.0000000 83 28
0.0000000 84 79
0.0000000 85 34
0.0000000 86 74
0.0000000 87 8
0.0000000 88 52
0.0000000 89 32
0.0000000 90 77
0.0000000 91 22
0.0000000 92 1
0.0000000 93 54
0.0000000 94 66
0.0000000 95 73
0.0000000 96 10
0.0000000 97 86
0.0000000 98 68
0.0000000 99 35
1.0000000 92 0
1.0000000 1 0
1.0000000 2 0
1.0000000 3 0
1.0000000 4 0
1.0000000 5 0
1.0000000 6 0
1.0000000 7 0
1.0000000 8 0
1.0000000 9 0
1.0000000 10 0
1.0000000 11 0
1.0000000 12 0
1.0000000 13 0
1.0000000 14 0
1.0000000 15 0
1.0000000 16 0
1.0000000 17 0
1.0000000 18 0
1.0000000 19 0
1.0000000 20 0
1.0000000 21 0
1.0000000 22 0
1.0000000 23 0
1.0000000 24 0
1.0000000 25 0
1.0000000 26 0
1.0000000 27 0
1.0000000 28 0
1.0000000 29 0
1.0000000 30 0
1.0000000 31 0
1.0000000 32 0
1.0000000 33 0
1.0000000 34 0
1.0000000 35 0
1.0000000 36 0
1.0000000 37 0
1.0000000 38 0
1.0000000 39 0
1.0000000 40 0
1.0000000 41 0
1.0000000 42 0
1.0000000 43 0
1.0000000 44 0
1.0000000 45 0
1.0000000 46 0
1.0000000 47 0
1.0000000 48 0
1.0000000 49 0
1.0000000 50 0
1.0000000 51 0
1.0000000 52 0
1.0000000 53 0
1.0000000 54 0
1.0000000 55 0
1.0000000 56 0
1.0000000 57 0
1.0000000 58 0
1.0000000 59 0
1.0000000 60 0
1.0000000 61 0
1.0000000 62 0
1.0000000 63 0
1.0000000 64 0
1.0000000 65 0
1.0000000 66 0
1.0000000 67 0
1.0000000 68 0
1.0000000 69 0
1.0000000 70 0
1.0000000 71 0
1.0000000 72 0
1.0000000 73 0
1.0000000 74 0
1.0000000 75 0
1.0000000 76 0
1.0000000 77 0
1.0000000 78 0
1.0000000 79 0
1.0000000 80 0
1.0000000 81 0
1.0000000 82 0
1.0000000 83 0
1.0000000 84 0
1.0000000 85 0
1.0000000 86 0
1.0000000 87 0
1.0000000 88 0
1.0000000 89 0
1.0000000 90 0
1.0000000 91 0
1.0000000 92 0
1.0000000 93 0
1.0000000 94 0
1.0000000 95 0
1.0000000 96 0
1.0000000 97 0
1.0000000 98 0
1.0000000 99 0

11.0806042 889
0.0000000 1 932494
0.0000000 2 656746
0.0000000 3 237315
0.0000000 4 186129
0.0000000 5 836964
0.0000000 6 832691
0.0000000 7 425884
0.0000000 8 642843
0.0000000 9 524727
0.0000000 10 318079
0.0000000 11 32163
0.0000000 12 599221
0.0000000 13 775928
0.0000000 14 779587
0.0000000 15 353855
0.0000000 16 482305
0.0000000 17 292228
0.0000000 18 569308
0.0000000 19 788065
0.0000000 20 694404
0.0000000 21 711329
0.0000000 22 623409
0.0000000 23 177859
0.0000000 24 404084
0.0000000 25 189390
0.0000000 26 503161
0.0000000 27 482761
0.0000000 28 693197
0.0000000 29 822215
0.0000000 30 953753
0.0000000 31 737759
0.0000000 32 592240
0.0000000 33 308184
0.0000000 34 620831
0.0000000 35 300530
0.0000000 36 182164
0.0000000 37 546653
0.0000000 38 709329
0.0000000 39 31567
0.0000000 40 38114
0.0000000 41 40948
0.0000000 42 138064
0.0000000 43 824986
0.0000000 44 739350
0.0000000 45 400962
0.0000000 46 253196
0.0000000 47 896110
0.0000000 48 304657
0.0000000 49 125596
0.0000000 50 758134
0.0000000 51 268232
0.0000000 52 289995
0.0000000 53 876498
0.0000000 54 398772
0.0000000 55 704108
0.0000000 56 632853
0.0000000 57 183537
0.0000000 58 467278
0.0000000 59 149427
0.0000000 60 586394
0.0000000 61 965048
0.0000000 62 624870
0.0000000 63 157513
0.0000000 64 88158
0.0000000 65 653537
0.0000000 66 668656
0.0000000 67 808377
0.0000000 68 214381
0.0000000 69 264134
0.0000000 70 566253
0.0000000 71 620513
0.0000000 72 884891
0.0000000 73 812346
0.0000000 74 962675
0.0000000 75 282996
0.0000000 76 753937
0.0000000 77 869346
0.0000000 78 332246
0.0000000 79 304039
0.0000000 80 835497
0.0000000 81 829724
0.0000000 82 404791
0.0000000 83 299247
0.0000000 84 638959
0.0000000 85 252791
0.0000000 86 218273
0.0000000 87 837867
0.0000000 88 673269
0.0000000 89 986158
0.0000000 90 920479
0.0000000 91 102113
0.0000000 92 407979
0.0000000 93 677411
0.0000000 94 320983
0.0000000 95 584207
0.0000000 96 905056
0.0000000 97 99956
0.0000000 98 657073
0.0000000 99 791787
0.0000000 100 123099
0.0000000 101 527598
0.0000000 102 62990
0.0000000 103 558736
0.0000000 104 780645
0.0000000 105 186014
0.0000000 106 283956
0.0000000 107 103589
0.0000000 108 778320
0.0000000 109 186344
0.0000000 110 423347
0.0000000 111 83978
0.0000000 112 474424
0.0000000 113 56717
0.0000000 114 930588
0.0000000 115 188590
0.0000000 116 283061
0.0000000 117 171629
0.0000000 118 416485
0.0000000 119 599197
0.0000000 120 604762
0.0000000 121 364493
0.0000000 122 994366
0.0000000 123 495181
0.0000000 124 123140
0.0000000 125 64867
0.0000000 126 928288
0.0000000 127 929272
0.0000000 128 525416
0.0000000 129 634803
0.0000000 130 171280
0.0000000 131 406440
0.0000000 132 106994
0.0000000 133 865673
0.0000000 134 547058
0.0000000 135 71854
0.0000000 136 977623
0.0000000 137 367908
0.0000000 138 113630
0.0000000 139 824821
0.0000000 140 221381
0.0000000 141 883109
0.0000000 142 591735
0.0000000 143 533503
0.0000000 144 278784
0.0000000 145 508275
0.0000000 146 169288
0.0000000 147 853524
0.0000000 148 295504
0.0000000 149 548315
0.0000000 150 348915
0.0000000 151 513844
0.0000000 152 596292
0.0000000 153 660240
0.0000000 154 116821
0.0000000 155 569469
0.0000000 156 297418
0.0000000 157 100220
0.0000000 158 501916
0.0000000 159 648052
0.0000000 160 476098
0.0000000 161 889226
0.0000000 162 313712
0.0000000 163 118918
0.0000000 164 990181
0.0000000 165 599086
0.0000000 166 526053
0.0000000 167 629667
0.0000000 168 404731
0.0000000 169 385439
0.0000000 170 690424
0.0000000 171 28137
0.0000000 172 893448
0.0000000 173 543472
0.0000000 174 628614
0.0000000 175 964077
0.0000000 176 602123
0.0000000 177 985421
0.0000000 178 398008
0.0000000 179 585970
0.0000000 180 286326
0.0000000 181 839413
0.0000000 182 203212
0.0000000 183 543249
0.0000000 184 320517
0.0000000 185 299105
0.0000000 186 798176
0.0000000 187 573893
0.0000000 188 633660
0.0000000 189 607529
0.0000000 190 935081
0.0000000 191 501444
0.0000000 192 837401
0.0000000 193 381818
0.0000000 194 865818
0.0000000 195 412463
0.0000000 196 872451
0.0000000 197 508622
0.0000000 198 496191
0.0000000 199 302354
0.0000000 200 319791
0.0000000 60 0
0.0000000 71 0
0.0000000 112 0
0.0000000 130 0
0.0000000 148 0
0.0000000 153 0
0.0000000 73 501432
0.0000000 169 237917
0.0000000 9 0
0.0000000 25 0
0.0000000 57 0
0.0000000 93 0
0.0000000 177 0
0.0000000 178 0
0.0000000 185 0
0.0000000 59 0
0.0000000 91 0
0.0000000 2 104232
0.0000000 19 125074
0.0000000 83 47493
0.0000000 127 147485
0.0000000 137 58390
0.0000000 151 81552
0.0000000 8 0
0.0000000 37 0
0.0000000 51 0
0.0000000 53 0
0.0000000 63 0
0.0000000 64 0
0.0000000 87 382173
0.0000000 92 186090
0.0000000 122 453557
0.0000000 165 273259
0.0000000 28 562638
0.0000000 33 250139
0.0000000 84 518615
0.0000000 189 493105
0.0000000 70 545652
0.0000000 102 60698
0.0000000 191 483201
0.0000000 4 129587
0.0000000 40 26535
0.0000000 88 468746
0.0000000 26 92611
0.0000000 74 177189
0.0000000 105 34237
0.0000000 134 100691
0.0000000 43 664569
0.0000000 89 794402
0.0000000 157 80732
0.0000000 175 776615
0.0000000 52 186651
0.0000000 96 582526
0.0000000 155 366530
0.0000000 172 575055
0.0000000 196 561540
0.0000000 46 83959
0.0000000 120 200538
0.0000000 132 35479
0.0000000 143 176909
0.0000000 195 136772
0.0000000 5 444003
0.0000000 103 296405
0.0000000 173 288308
0.0000000 24 294538
0.0000000 110 308579
0.0000000 186 581793
0.0000000 104 0
0.0000000 3 0
0.0000000 192 0
0.0000000 50 0
0.0000000 149 170857
0.0000000 183 169278
0.0000000 38 249569
0.0000000 115 66353
0.0000000 167 519170
0.0000000 198 409117
0.0000000 6 0
0.0000000 80 0
0.0000000 139 0
0.0000000 129 0
0.0000000 187 319791
0.0000000 128 171629
0.0016554 133 0
0.0020263 79 0
0.0020263 135 0
0.0020263 163 0
0.0020263 190 0
0.0020263 199 0
0.0079431 7 0
0.0079431 13 0
0.0079431 168 0
0.0079432 28 323358
0.0079432 33 143759
0.0079432 84 298057
0.0079432 189 283396
0.0079432 43 535751
0.0079432 89 640417
0.0079432 157 65083
0.0079432 175 626078
0.0079432 26 0
0.0079432 74 0
0.0079432 105 0
0.0079432 134 0
0.0079432 70 492376
0.0079432 102 54771
0.0079432 191 436023
0.0079432 24 241983
0.0079432 110 253518
0.0079432 186 477982
0.0079433 52 160868
0.0079433 96 502060
0.0079433 155 315900
0.0079433 172 495621
0.0079433 196 483973
0.0102164 1 112892
0.0102164 47 108488
0.0104565 44 0
0.0104565 76 0
0.0104565 100 0
0.0104565 154 0
0.0104565 164 0
0.0104565 28 18006
0.0104565 33 8005
0.0104565 84 16597
0.0104565 189 15781
0.0104565 43 371362
0.0104565 89 443913
0.0104565 157 45113
0.0104565 175 433974
0.0104565 73 0
0.0104565 169 0
0.0104565 70 424390
0.0104565 102 47208
0.0104565 191 375818
0.0104565 52 138521
0.0104565 96 432317
0.0104565 155 272017
0.0104565 172 426772
0.0104565 196 416742
0.0104565 2 37540
0.0104565 19 45046
0.0104565 83 17105
0.0104565 127 53118
0.0104565 137 21029
0.0104565 151 29371
0.0104565 28 6484
0.0104565 33 2883
0.0104565 84 5977
0.0104565 189 5683
0.0104565 43 356441
0.0104565 89 426077
0.0104565 157 43300
0.0104565 175 416537
0.0104565 52 137056
0.0104565 96 427745
0.0104565 155 269140
0.0104565 172 422258
0.0104565 196 412335
0.0104565 70 421825
0.0104565 102 46922
0.0104565 191 373547
0.0104565 52 136821
0.0104565 96 427014
0.0104565 155 268680
0.0104565 172 421536
0.0104565 196 411630
0.0104568 5 415219
0.0104568 103 277189
0.0104568 173 269617
0.0118237 39 0
0.0118237 45 0
0.0118237 54 0
0.0118237 67 0
0.0127796 101 0
0.0127796 114 0
0.0127796 87 107560
0.0127796 92 52374
0.0127796 122 127651
0.0127796 165 76907
0.0127796 43 300106
0.0127796 89 358736
0.0127796 157 36456
0.0127796 175 350704
0.0127797 52 131289
0.0127797 96 409751
0.0127797 155 257818
0.0127797 172 404494
0.0127797 196 394989
0.0130527 32 0
0.0130527 72 0
0.0130527 113 0
0.0130527 166 0
0.0130527 176 0
0.0130527 52 88078
0.0130527 96 274892
0.0130527 155 172964
0.0130527 172 271365
0.0130527 196 264989
0.0130527 5 159603
0.0130527 103 106546
0.0130527 173 103636
0.0147550 65 0
0.0147550 78 0
0.0147550 131 0
0.0147550 184 0
0.0147550 193 0
0.0147550 197 0
0.0147550 5 16202
0.0147550 103 10816
0.0147550 173 10520
0.0162470 15 0
0.0162470 16 0
0.0162470 95 0
0.0162470 43 198582
0.0162470 89 237378
0.0162470 157 24123
0.0162470 175 232064
0.0162471 52 78109
0.0162471 96 243781
0.0162471 155 153388
0.0162471 172 240653
0.0162471 196 234999
0.0173182 14 10805
0.0173182 55 9758
0.0173182 182 2816
0.0173182 188 8782
0.0173183 46 1163
0.0173183 120 2779
0.0173183 132 491
0.0173183 143 2451
0.0173183 195 1895
0.0173183 2 520
0.0173183 19 624
0.0173183 83 237
0.0173183 127 736
0.0173183 137 291
0.0173183 151 407
0.0173184 43 193743
0.0173184 89 231593
0.0173184 157 23535
0.0173184 175 226409
0.0173184 5 224
0.0173184 103 149
0.0173184 173 145
0.0173188 149 153282
0.0173188 183 151865
0.0173189 28 89
0.0173189 33 39
0.0173189 84 82
0.0173189 189 78
0.0173189 43 190300
0.0173189 89 227477
0.0173189 157 23116
0.0173189 175 222385
0.0173190 52 77295
0.0173190 96 241243
0.0173190 155 151791
0.0173190 172 238148
0.0173190 196 232552
0.0173238 70 420401
0.0173238 102 46763
0.0173238 191 372286
0.0173238 52 77165
0.0173238 96 240837
0.0173238 155 151536
0.0173238 172 237748
0.0173238 196 232161
0.0190877 31 348828
0.0190877 142 279785
0.0219961 11 0
0.0219961 69 0
0.0219961 181 0
0.0219962 70 19
0.0219962 102 2
0.0219962 191 17
0.0219962 52 38794
0.0219962 96 121080
0.0219962 155 76184
0.0219962 172 119527
0.0219962 196 116718
0.0219964 14 0
0.0219964 55 0
0.0219964 182 0
0.0219964 188 0
0.0219980 46 0
0.0219980 120 0
0.0219980 132 0
0.0219980 143 0
0.0219980 195 0
0.0219981 2 0
0.0219981 19 0
0.0219981 83 0
0.0219981 127 0
0.0219981 137 0
0.0219981 151 0
0.0220076 149 153035
0.0220076 183 151621
0.0220162 5 0
0.0220162 103 0
0.0220162 173 0
0.0220468 28 0
0.0220468 33 0
0.0220468 84 0
0.0220468 189 0
0.0220482 70 0
0.0220482 102 0
0.0220482 191 0
0.0220534 43 190184
0.0220534 89 227339
0.0220534 157 23102
0.0220534 175 222250
0.0220538 52 38781
0.0220538 96 121040
0.0220538 155 76158
0.0220538 172 119487
0.0220538 196 116679
0.0229156 118 0
0.0229497 119 38781
0.0254283 21 0
0.0254283 62 0
0.0254283 106 0
0.0254283 140 0
0.0254284 1 0
0.0254284 47 0
0.0254284 4 0
0.0254284 40 0
0.0254284 88 0
0.0254287 52 36601
0.0254287 96 114237
0.0254287 155 71878
0.0254287 172 112772
0.0254287 196 110122
0.0254287 119 36601
0.0265298 200 0
0.0265298 187 0
0.0284561 170 0
0.0284562 24 70361
0.0284562 110 73715
0.0284562 186 138983
0.0322815 58 171629
0.0382984 61 159404
0.0382984 109 30779
0.0383818 136 28137
0.0399313 17 0
0.0399313 174 0
0.0399314 31 0
0.0399314 142 0
0.0416175 121 0
0.0416175 124 0
0.0416175 87 0
0.0416175 92 0
0.0416175 122 0
0.0416175 165 0
0.0416181 43 168119
0.0416181 89 200963
0.0416181 157 20421
0.0416181 175 196465
0.0416182 61 140910
0.0416182 109 27208
0.0416193 52 34434
0.0416193 96 107475
0.0416193 155 67623
0.0416193 172 106097
0.0416193 196 103604
0.0416193 119 34434
0.0426758 48 88251
0.0426758 108 225460
0.0426759 149 44330
0.0426759 183 43920
0.0433738 107 0
0.0433738 162 0
0.0433738 48 0
0.0433738 108 0
0.0433738 149 0
0.0433738 183 0
0.0445246 152 103604
0.0450095 22 103604
0.0511801 18 0
0.0521156 29 0
0.0530978 179 0
0.0530979 43 0
0.0530979 89 0
0.0530979 157 0
0.0530979 175 0
0.0530979 61 0
0.0530979 109 0
0.0530980 52 17928
0.0530980 96 55956
0.0530980 155 35207
0.0530980 172 55239
0.0530980 196 53941
0.0530980 119 17928
0.0530980 152 53941
0.0530980 22 53941
0.0542068 49 0
0.0580514 150 0
0.0619168 56 0
0.0623690 126 138983
0.0623691 167 77730
0.0623691 198 61252
0.0638564 138 0
0.0646294 86 0
0.0646295 52 0
0.0646295 96 0
0.0646295 155 0
0.0646295 172 0
0.0646295 196 0
0.0646295 119 0
0.0646295 152 0
0.0646295 22 0
0.0677491 99 286326
0.0708022 161 599221
0.0709385 68 0
0.0709385 123 0
0.0737741 10 0
0.0750339 194 476098
0.0780430 20 70361
0.0841615 98 0
0.0902432 160 0
0.0902432 194 0
0.0903872 85 0
0.0924650 30 0
0.0932028 159 70361
0.0983398 77 566783
0.1071392 116 0
0.1071398 24 0
0.1071398 110 0
0.1071398 186 0
0.1071398 126 0
0.1071398 20 0
0.1071398 159 0
0.1071401 167 0
0.1071401 198 0
0.1205646 34 0
0.1240950 23 0
0.1240950 145 0
0.1240957 38 109066
0.1240957 115 28997
0.1288152 27 40948
0.1297545 82 0
0.1624592 111 0
0.1881295 141 103279
0.1881295 156 34783
0.1882922 90 738610
0.1976015 66 0
0.2365347 35 8747
0.2365347 41 1191
0.2365347 147 24843
0.2365347 27 1191
0.2640549 75 119453
0.2640549 146 71457
0.2640549 90 477236
0.2990017 94 0
0.3353432 81 26034
0.3796731 180 0
0.3796731 99 0
0.3796731 90 190910
0.4443334 125 0
0.4443334 77 501916
0.6027615 42 0
0.6027650 38 0
0.6027650 115 0
0.6027680 141 0
0.6027680 156 0
0.6027890 35 0
0.6027890 41 0
0.6027890 147 0
0.6027890 27 0
0.6027890 81 0
0.6028278 75 113980
0.6028278 146 68183
0.6028278 90 182163
0.6480148 158 0
0.6480148 77 0
0.8869469 12 99956
0.8869469 161 99956
1.2805315 36 0
1.2805352 75 0
1.2805352 146 0
1.2805352 90 0
2.2419342 97 28137
2.2419342 12 28137
2.2419342 161 28137
2.6292157 144 28137
4.7297483 117 28137
4.7297483 128 28137
4.7297483 58 28137
11.0806042 171 0
11.0806042 1 0
11.0806042 2 0
11.0806042 3 0
11.0806042 4 0
11.0806042 5 0
11.0806042 6 0
11.0806042 7 0
11.0806042 8 0
11.0806042 9 0
11.0806042 10 0
11.0806042 11 0
11.0806042 12 0
11.0806042 13 0
11.0806042 14 0
11.0806042 15 0
11.0806042 16 0
11.0806042 17 0
11.0806042 18 0
11.0806042 19 0
11.0806042 20 0
11.0806042 21 0
11.0806042 22 0
11.0806042 23 0
11.0806042 24 0
11.0806042 25 0
11.0806042 26 0
11.0806042 27 0
11.0806042 28 0
11.0806042 29 0
11.0806042 30 0
11.0806042 31 0
11.0806042 32 0
11.0806042 33 0
11.0806042 34 0
11.0806042 35 0
11.0806042 36 0
11.0806042 37 0
11.0806042 38 0
11.0806042 39 0
11.0806042 40 0
11.0806042 41 0
11.0806042 42 0
11.0806042 43 0
11.0806042 44 0
11.0806042 45 0
11.0806042 46 0
11.0806042 47 0
11.0806042 48 0
11.0806042 49 0
11.0806042 50 0
11.0806042 51 0
11.0806042 52 0
11.0806042 53 0
11.0806042 54 0
11.0806042 55 0
11.0806042 56 0
11.0806042 57 0
11.0806042 58 0
11.0806042 59 0
11.0806042 60 0
11.0806042 61 0
11.0806042 62 0
11.0806042 63 0
11.0806042 64 0
11.0806042 65 0
11.0806042 66 0
11.0806042 67 0
11.0806042 68 0
11.0806042 69 0
11.0806042 70 0
11.0806042 71 0
11.0806042 72 0
11.0806042 73 0
11.0806042 74 0
11.0806042 75 0
11.0806042 76 0
11.0806042 77 0
11.0806042 78 0
11.0806042 79 0
11.0806042 80 0
11.0806042 81 0
11.0806042 82 0
11.0806042 83 0
11.0806042 84 0
11.0806042 85 0
11.0806042 86 0
11.0806042 87 0
11.0806042 88 0
11.0806042 89 0
11.0806042 90 0
11.0806042 91 0
11.0806042 92 0
11.0806042 93 0
11.0806042 94 0
11.0806042 95 0
11.0806042 96 0
11.0806042 97 0
11.0806042 98 0
11.0806042 99 0
11.0806042 100 0
11.0806042 101 0
11.0806042 102 0
11.0806042 103 0
11.0806042 104 0
11.0806042 105 0
11.0806042 106 0
11.0806042 107 0
11.0806042 108 0
11.0806042 109 0
11.0806042 110 0
11.0806042 111 0
11.0806042 112 0
11.0806042 113 0
11.0806042 114 0
11.0806042 115 0
11.0806042 116 0
11.0806042 117 0
11.0806042 118 0
11.0806042 119 0
11.0806042 120 0
11.0806042 121 0
11.0806042 122 0
11.0806042 123 0
11.0806042 124 0
11.0806042 125 0
11.0806042 126 0
11.0806042 127 0
11.0806042 128 0
11.0806042 129 0
11.0806042 130 0
11.0806042 131 0
11.0806042 132 0
11.0806042 133 0
11.0806042 134 0
11.0806042 135 0
11.0806042 136 0
11.0806042 137 0
11.0806042 138 0
11.0806042 139 0
11.0806042 140 0
11.0806042 141 0
11.0806042 142 0
11.0806042 143 0
11.0806042 144 0
11.0806042 145 0
11.0806042 146 0
11.0806042 147 0
11.0806042 148 0
11.0806042 149 0
11.0806042 150 0
11.0806042 151 0
11.0806042 152 0
11.0806042 153 0
11.0806042 154 0
11.0806042 155 0
11.0806042 156 0
11.0806042 157 0
11.0806042 158 0
11.0806042 159 0
11.0806042 160 0
11.0806042 161 0
11.0806042 162 0
11.0806042 163 0
11.0806042 164 0
11.0806042 165 0
11.0806042 166 0
11.0806042 167 0
11.0806042 168 0
11.0806042 169 0
11.0806042 170 0
11.0806042 171 0
11.0806042 172 0
11.0806042 173 0
11.0806042 174 0
11.0806042 175 0
11.0806042 176 0
11.0806042 177 0
11.0806042 178 0
11.0806042 179 0
11.0806042 180 0
11.0806042 181 0
11.0806042 182 0
11.0806042 183 0
11.0806042 184 0
11.0806042 185 0
11.0806042 186 0
11.0806042 187 0
11.0806042 188 0
11.0806042 189 0
11.0806042 190 0
11.0806042 191 0
11.0806042 192 0
11.0806042 193 0
11.0806042 194 0
11.0806042 195 0
11.0806042 196 0
11.0806042 197 0
11.0806042 198 0
11.0806042 199 0
11.0806042 200 0

1.6638030 832
0.0000000 1 777601
0.0000000 2 280149
0.0000000 3 595357
0.0000000 4 571257
0.0000000 5 437114
0.0000000 6 415092
0.0000000 7 41398
0.0000000 8 559122
0.0000000 9 404580
0.0000000 10 794204
0.0000000 11 445674
0.0000000 12 390578
0.0000000 13 913610
0.0000000 14 668500
0.0000000 15 887672
0.0000000 16 657763
0.0000000 17 97793
0.0000000 18 524773
0.0000000 19 723580
0.0000000 20 714538
0.0000000 21 519668
0.0000000 22 510915
0.0000000 23 663383
0.0000000 24 118479
0.0000000 25 212952
0.0000000 26 6567
0.0000000 27 92868
0.0000000 28 223237
0.0000000 29 686235
0.0000000 30 488275
0.0000000 31 768577
0.0000000 32 890835
0.0000000 33 780695
0.0000000 34 27420
0.0000000 35 574969
0.0000000 36 957235
0.0000000 37 12593
0.0000000 38 993461
0.0000000 39 413721
0.0000000 40 717853
0.0000000 41 808219
0.0000000 42 461741
0.0000000 43 531015
0.0000000 44 34318
0.0000000 45 191071
0.0000000 46 173530
0.0000000 47 362719
0.0000000 48 534092
0.0000000 49 553991
0.0000000 50 881167
0.0000000 51 99160
0.0000000 52 195726
0.0000000 53 458305
0.0000000 54 169631
0.0000000 55 74418
0.0000000 56 463192
0.0000000 57 621163
0.0000000 58 844796
0.0000000 59 106835
0.0000000 60 173553
0.0000000 61 950095
0.0000000 62 378899
0.0000000 63 297381
0.0000000 64 401002
0.0000000 65 870618
0.0000000 66 552659
0.0000000 67 480929
0.0000000 68 595331
0.0000000 69 863447
0.0000000 70 56160
0.0000000 71 43738
0.0000000 72 772866
0.0000000 73 868709
0.0000000 74 461267
0.0000000 75 821745
0.0000000 76 783507
0.0000000 77 80792
0.0000000 78 106610
0.0000000 79 890745
0.0000000 80 286592
0.0000000 81 418080
0.0000000 82 519344
0.0000000 83 195305
0.0000000 84 311743
0.0000000 85 835102
0.0000000 86 458450
0.0000000 87 778102
0.0000000 88 408655
0.0000000 89 345275
0.0000000 90 960367
0.0000000 91 874109
0.0000000 92 670289
0.0000000 93 574278
0.0000000 94 333211
0.0000000 95 192991
0.0000000 96 602599
0.0000000 97 213880
0.0000000 98 661719
0.0000000 99 960641
0.0000000 100 245727
0.0000000 101 927497
0.0000000 102 375382
0.0000000 103 639715
0.0000000 104 932969
0.0000000 105 279510
0.0000000 106 430908
0.0000000 107 366037
0.0000000 108 983322
0.0000000 109 878649
0.0000000 110 724784
0.0000000 111 679526
0.0000000 112 698608
0.0000000 113 30109
0.0000000 114 710482
0.0000000 115 599891
0.0000000 116 869053
0.0000000 117 438339
0.0000000 118 935943
0.0000000 119 697435
0.0000000 120 833421
0.0000000 121 560900
0.0000000 122 117127
0.0000000 123 863518
0.0000000 124 865505
0.0000000 125 259890
0.0000000 126 683668
0.0000000 127 99234
0.0000000 128 946910
0.0000000 129 417469
0.0000000 130 293705
0.0000000 131 980753
0.0000000 132 972873
0.0000000 133 627843
0.0000000 134 480371
0.0000000 135 816747
0.0000000 136 270199
0.0000000 137 720893
0.0000000 138 76457
0.0000000 139 431406
0.0000000 140 192398
0.0000000 141 870934
0.0000000 142 313369
0.0000000 143 928278
0.0000000 144 523095
0.0000000 145 863265
0.0000000 146 225389
0.0000000 147 61871
0.0000000 148 388787
0.0000000 149 782060
0.0000000 150 79083
0.0000000 151 809175
0.0000000 152 848278
0.0000000 153 368356
0.0000000 154 413300
0.0000000 155 322347
0.0000000 156 974948
0.0000000 157 772861
0.0000000 158 496805
0.0000000 159 41385
0.0000000 160 547599
0.0000000 161 311202
0.0000000 162 506737
0.0000000 163 669237
0.0000000 164 853611
0.0000000 165 623772
0.0000000 166 541962
0.0000000 167 602101
0.0000000 168 240336
0.0000000 169 939144
0.0000000 170 342356
0.0000000 171 404853
0.0000000 172 618707
0.0000000 173 87610
0.0000000 174 158699
0.0000000 175 615475
0.0000000 176 555939
0.0000000 177 324910
0.0000000 178 20432
0.0000000 179 832385
0.0000000 180 194731
0.0000000 181 653093
0.0000000 182 215175
0.0000000 183 149510
0.0000000 184 975210
0.0000000 185 854043
0.0000000 186 439571
0.0000000 187 411528
0.0000000 188 609451
0.0000000 189 565757
0.0000000 190 460222
0.0000000 191 768575
0.0000000 192 768154
0.0000000 193 780394
0.0000000 194 750792
0.0000000 195 587594
0.0000000 196 359316
0.0000000 197 966322
0.0000000 198 55454
0.0000000 199 512826
0.0000000 200 125936
0.0000000 4 0
0.0000000 199 0
0.0000000 145 0
0.0000000 57 0
0.0000000 47 0
0.0000000 70 0
0.0000000 159 0
0.0000000 20 0
0.0000000 17 0
0.0000000 32 0
0.0000000 88 0
0.0000000 183 0
0.0000000 126 0
0.0000000 109 0
0.0000000 58 0
0.0000000 156 0
0.0000000 81 0
0.0000000 140 0
0.0000000 122 0
0.0000000 173 0
0.0000000 141 0
0.0000000 24 0
0.0000000 50 0
0.0000000 154 0
0.0000000 192 0
0.0000000 10 0
0.0000000 48 0
0.0000000 149 0
0.0000000 104 0
0.0000000 110 0
0.0000000 123 0
0.0000000 193 0
0.0000000 12 0
0.0000000 116 0
0.0000000 179 0
0.0000000 134 0
0.0000000 127 0
0.0000000 144 0
0.0000000 172 0
0.0000000 71 0
0.0000000 135 0
0.0000000 165 0
0.0000000 13 0
0.0000000 124 0
0.0000000 167 0
0.0000000 85 0
0.0000000 187 0
0.0000000 43 140151
0.0000000 106 113730
0.0000000 146 59487
0.0000000 77 0
0.0000000 64 0
0.0000000 168 0
0.0000000 98 245166
0.0000000 136 100108
0.0000000 95 47400
0.0000000 125 63831
0.0000000 160 134495
0.0000000 171 0
0.0000000 2 106610
0.0000000 26 0
0.0000000 86 0
0.0000000 151 0
0.0000000 153 0
0.0000000 190 0
0.0000000 73 0
0.0000000 137 0
0.0000000 162 0
0.0000000 65 75983
0.0000000 91 76288
0.0000000 184 85111
0.0000000 30 149923
0.0000000 68 182794
0.0000000 84 95719
0.0000000 99 294961
0.0000000 112 214505
0.0000000 113 9244
0.0000000 197 296705
0.0000000 3 56263
0.0000000 11 42117
0.0000000 41 76379
0.0000000 59 10096
0.0000000 107 34591
0.0000000 114 67143
0.0000000 40 539068
0.0000000 42 346742
0.0000000 52 146979
0.0000000 14 582930
0.0000000 25 185693
0.0000000 46 151317
0.0000000 101 808775
0.0000000 131 855215
0.0000000 189 493339
0.0006508 34 0
0.0006508 55 0
0.0006508 69 0
0.0006508 79 0
0.0006508 169 0
0.0006508 181 0
0.0006508 14 414196
0.0006508 25 131942
0.0006508 46 107517
